instruction,input,output
Improve pitch deck slide,Large market opportunity,$12B global SaaS market growing at 18% CAGR with rising SME digitization demand.
Evaluate this Shark Tank startup pitch,"Startup: Ride On Carry On Ask Amount: $50,000 Equity: 25%","Questions: Now does this look like the way to travel? | Oh, can you hold my daughter? | Any questions? | And what age will it work? | Children-- is there a seat belt on it? Criticisms: I'm out | I'm out | Um, I'm out | Isn't that a problem | And you're looking to open up on of these, you're looking about $60,000, and that's the-- but, Ken, isn't that just crazy | I don't think the problem is gonna be having the local processing plant | I'm out | I'm out Final Decision: Rejected"
Rewrite weak startup statement,We have users,"12,000 monthly active users with 81% retention."
Rewrite weak startup statement,We solve a problem,Cuts reconciliation time from 8 hours to 20 minutes weekly.
Analyze fundraising strategy,We rely on one enterprise customer,Customer concentration risk is high. Revenue diversification needed.
Strengthen startup pitch slide,We help businesses grow,AI-powered CRM platform helping SMEs increase conversion rates by 32%.
Critique startup fundraising plan,We rely on one enterprise customer,Customer concentration risk is high. Revenue diversification needed.
Rewrite weak startup statement,Large market opportunity,$12B global market growing at 18% CAGR with underserved SME demand.
Explain investor concern,We are another food delivery app,"Crowded category. Need clear differentiation, defensibility, or niche advantage."
Evaluate business model,Enterprise annual contracts,Strong B2B model with predictable recurring revenue.
Rewrite startup slide,Great team,"Founding team from Google, McKinsey, and IIT with deep domain expertise."
Provide VC feedback,Large market opportunity,"Too vague. Add TAM, SAM, SOM estimates with assumptions and sources."
Evaluate business model,Our founders have no domain experience,"Need stronger founder-market fit, advisors, or evidence of execution capability."
Rewrite weak startup statement,Need funding,"Raising $500k to scale GTM, hire engineers, and expand pilots."
Assess startup moat,Our founders have no domain experience,"Need stronger founder-market fit, advisors, or evidence of execution capability."
Rewrite weak startup statement,Need funding,"Raising $500k to scale GTM, hire engineers, and expand pilots."
Analyze this startup pitch deck slide and provide investor feedback,"Introduction Every business spends money.A simple way to classifyall the money spent by a business is into payroll and non-payroll dollars. Payroll spend ismanaged by the well-established category of payroll software. The non-payroll dollars include marketingspend, software subscriptions, T&E, employee engagement, and the number of other areas in whicha typical business spends money. In mid-market businesses,1managing the non-payroll dollars is incrediblypainful because of the siloed and fragmented nature of the tools used. This is the problem Airbasesolves. Airbase replaces multiple categories of toolstypicallyused by mid-market businesses to manage non-payroll spend, with a single comprehensiveplatform: Request and Approval Workflows: These happen via email, Slack, JIRA, Google Formsor through dedicated tools like Procurify Corporate Cards: Amex, banks (and newer offerings like Brex) are popularoptions Expense reimbursement: Expensify is a popular option Accounts Payable / Bill payments: Bill.com is the leading player in the mid-market The ecosystem of tools to solve non-payroll spendmanagement evolved this way primarily because they are either front ends to specific payment rails usedby businesses to pay their vendors (corporate cardsfor Visa / Mastercard / Amex, and Bill.com for ACH / check),or a specific business process (expense reimbursement). 1Our definition of a mid-market business is one with50-1000 employees. Airbase Series B Memo 2","Evaluate clarity, traction, market size, differentiation, and funding readiness."
